fichier1,fichier2,hash
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/core/debt-analyzer.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/core/debt-analyzer.ts,e5c60a84aa8334720c011f3c1aa9b5a1
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/core/prisma-generator.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/core/prisma-generator.ts,7e281386d2fba30fb25025578b6d42e8
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/core/parser.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/core/parser.ts,d03cc60c248fbecdfee717d66c5ae0fe
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/mysql-analyzer.ts,63fb7c36a220af2325fe08637c2bdb6c
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/type-converter.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/agents/type-converter.ts,cda9a1146af9d7e7ee18445f37467e4f
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/prisma-generator.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/agents/prisma-generator.ts,f1425c28b2b52878df935c6055541c12
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/migration-strategist.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/agents/migration-strategist.ts,1c2394773f226cae4e967f1a92d5fcbd
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/type-auditor.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/agents/type-auditor.ts,c77453fccdf86bbb92e18c070b213625
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/debt-detector.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/agents/debt-detector.ts,7ad52339e88bbb12d2502fdd8c6855e4
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/relational-normalizer.ts,./legacy/migration-2025-04-18/agents/migration/MysqlAnalyzer/agents/relational-normalizer.ts,c0cab24da7ceb8c4720c00fe42e7bc43
./legacy/migration-2025-04-18/agents/analysis/ConfigParsers/nginx-config-parser.ts,./legacy/migration-2025-04-18/agents/analysis/config-parsers/nginx-config-parser.ts,63b6c539a0440ce04a21cbe9c76dd829
./utils/dashboards/orchestration-dashboard.ts,./legacy/migration-2025-04-18/agents/analysis/php-analyzer-v3.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./legacy/migration-2025-04-18/agents/analysis/mysql-analyzer+optimizer.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./legacy/migration-2025-04-18/agents/analysis/php-analyzer-v4.ts,d41d8cd98f00b204e9800998ecf8427e
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/QaAnalyzer/QaAnalyzer/qa-analyzer.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/QaAnalyzer/qa-analyzer/qa-analyzer.ts,325ba23f994a27668ac1ff9ee8f667e2
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/php-analyzer/PhpAnalyzerV2/php-analyzer-v2.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/php-analyzer/php-analyzer-v2/php-analyzer-v2.ts,19ddd2309d2411076e83cc7248a57bbc
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/php-analyzer/PhpAnalyzerV2/php-analyzer-v2.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/PhpAnalyzer/PhpAnalyzerV2/php-analyzer-v2.ts,19ddd2309d2411076e83cc7248a57bbc
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/php-analyzer/PhpAnalyzerV2/php-analyzer-v2.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/PhpAnalyzer/php-analyzer-v2/php-analyzer-v2.ts,19ddd2309d2411076e83cc7248a57bbc
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/QaAnalyzer/QaAnalyzer/qa-analyzer.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/qa-analyzer/QaAnalyzer/qa-analyzer.ts,325ba23f994a27668ac1ff9ee8f667e2
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/QaAnalyzer/QaAnalyzer/qa-analyzer.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/qa-analyzer/qa-analyzer/qa-analyzer.ts,325ba23f994a27668ac1ff9ee8f667e2
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/QaAnalyzer/qa-analyzer.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/qa-analyzer/qa-analyzer.ts,a2906e2e85cb6dea3ece1c9b5db6a8c0
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/SeoChecker/SeoCheckerAgent/seo-checker-agent.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/SeoChecker/seo-checker-agent/seo-checker-agent.ts,a7ee1a8de7825e3ea799f4a1c89de392
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/CanonicalValidator/CanonicalValidator/canonical-validator.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/CanonicalValidator/canonical-validator/canonical-validator.ts,a95c50bef52826f5d5eaf2cfcc62cd60
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/CanonicalValidator/CanonicalValidator/canonical-validator.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/canonical-validator/CanonicalValidator/canonical-validator.ts,a95c50bef52826f5d5eaf2cfcc62cd60
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/CanonicalValidator/CanonicalValidator/canonical-validator.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/canonical-validator/canonical-validator/canonical-validator.ts,a95c50bef52826f5d5eaf2cfcc62cd60
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/SeoChecker/seo-checker-agent.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/seo-checker/seo-checker-agent.ts,0bd24ae1653973953d3f63df40efe856
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/SeoChecker/SeoCheckerAgent/seo-checker-agent.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/seo-checker/SeoCheckerAgent/seo-checker-agent.ts,a7ee1a8de7825e3ea799f4a1c89de392
./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/SeoChecker/SeoCheckerAgent/seo-checker-agent.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/validators/seo-checker/seo-checker-agent/seo-checker-agent.ts,a7ee1a8de7825e3ea799f4a1c89de392
./legacy/consolidation-2025-04-17/packages/mcp-agents/generators/caddyfile-generator/caddyfile-generator/caddyfile-generator.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/generators/caddyfile-generator/CaddyfileGenerator/caddyfile-generator.ts,53bc4d7a649f3f26e3876d4a0559ff9b
./legacy/consolidation-2025-04-17/packages/mcp-agents/generators/caddyfile-generator/caddyfile-generator/caddyfile-generator.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/generators/CaddyfileGenerator/caddyfile-generator/caddyfile-generator.ts,53bc4d7a649f3f26e3876d4a0559ff9b
./legacy/consolidation-2025-04-17/packages/mcp-agents/generators/caddyfile-generator/caddyfile-generator/caddyfile-generator.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/generators/CaddyfileGenerator/CaddyfileGenerator/caddyfile-generator.ts,53bc4d7a649f3f26e3876d4a0559ff9b
./legacy/consolidation-2025-04-17/packages/mcp-agents/orchestrators/bridges/orchestrator-bridge/orchestrator-bridge.ts,./legacy/consolidation-2025-04-17/packages/mcp-agents/orchestrators/bridges/OrchestratorBridge/orchestrator-bridge.ts,35ef0b2156ba74f3e9546a18a57d0878
./legacy/consolidation-2025-04-17/agents/migration/php-to-remix/htaccess-parser.ts,./legacy/consolidation-2025-04-17/agents/migration/PhpToRemix/htaccess-parser.ts,f4958fb07387ecfecd0f6c583dff9118
./legacy/consolidation-2025-04-17/agents/migration/nginx-to-caddy/caddyfile-generator.ts,./legacy/consolidation-2025-04-17/agents/migration/NginxToCaddy/caddyfile-generator.ts,6aeb0b803fbd51327ba5a3833de84c78
./legacy/consolidation-2025-04-17/agents/analysis/ConfigParsers/htaccess-parser.ts,./legacy/consolidation-2025-04-17/agents/analysis/config-parsers/htaccess-parser.ts,a214152d4e1dc0975c28fe37c9ebf60f
./legacy/consolidation-2025-04-17/packages/mcp-agents/analyzers/QaAnalyzer/qa-analyzer.ts,./legacy/consolidation-2025-04-17/agents/qa-analyzer.ts,a2906e2e85cb6dea3ece1c9b5db6a8c0
./utils/dashboards/orchestration-dashboard.ts,./tools/project-structure-analyzer.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./tools/generate-migration-patch.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./tools/update-mcp-imports.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./tools/supabase-migration-plan-sync.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./profil/code_style_profile.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./profil/monorepo_dependencies.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./profil/nestjs_module_patterns.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./profil/remix_component_patterns.json,d41d8cd98f00b204e9800998ecf8427e
./tmp/test-DataAgent-2025-04-18T12-43-56-705Z.js,./tmp/test-DataAgent-2025-04-18T11-44-57-125Z.js,df1698f2a85c73b467631e432ad016b2
./tmp/test-AbstractAnalyzer-2025-04-18T12-43-58-538Z.js,./tmp/test-AbstractAnalyzer-2025-04-18T09-37-27-875Z.js,19c4f20ac5e9474933f3d703ad2300ea
./tmp/test-AbstractAnalyzer-2025-04-18T12-43-58-538Z.js,./tmp/test-AbstractAnalyzer-2025-04-18T11-45-12-679Z.js,19c4f20ac5e9474933f3d703ad2300ea
./tmp/test-BaseAnalyzerAgent-2025-04-18T12-48-16-724Z.js,./tmp/test-BaseAnalyzerAgent-2025-04-18T09-37-27-878Z.js,d7beb27d058ff3a26ef39de49b439208
./tmp/test-DataAgent-2025-04-18T12-43-56-705Z.js,./tmp/test-DataAgent-2025-04-18T12-48-14-837Z.js,df1698f2a85c73b467631e432ad016b2
./tmp/test-AbstractAnalyzer-2025-04-18T12-43-58-538Z.js,./tmp/test-AbstractAnalyzer-2025-04-18T12-48-16-544Z.js,19c4f20ac5e9474933f3d703ad2300ea
./tmp/test-BaseAnalyzerAgent-2025-04-18T12-48-16-724Z.js,./tmp/test-BaseAnalyzerAgent-2025-04-18T11-45-12-970Z.js,d7beb27d058ff3a26ef39de49b439208
./tmp/test-BaseAnalyzerAgent-2025-04-18T12-48-16-724Z.js,./tmp/test-BaseAnalyzerAgent-2025-04-18T12-43-58-870Z.js,d7beb27d058ff3a26ef39de49b439208
./tmp/test-DataAgent-2025-04-18T12-43-56-705Z.js,./tmp/test-DataAgent-2025-04-18T09-37-27-863Z.js,df1698f2a85c73b467631e432ad016b2
./utils/dashboards/orchestration-dashboard.ts,./templates/file.backlog.template.json,d41d8cd98f00b204e9800998ecf8427e
./config/ecosystem.config.js,./cahier-des-charge/ecosystem.config.js,396f65993fe369291d31982a059bd3d7
./projet-codespaces/.devcontainer/devcontainer.json,./cahier-des-charge/projet-codespaces/.devcontainer/devcontainer.json,9b742ea97155c7eb071d52ed2b28b309
./projet-codespaces/.devcontainer/devcontainer.json,./cahier-des-charge/projet-codespaces/Dotdevcontainer/devcontainer.json,9b742ea97155c7eb071d52ed2b28b309
./workflows/01-php-analyzer.json,./cahier-des-charge/workflows/01-php-analyzer.json,479d8c8d4bf7eece4aae0781d73de446
./tools/agents/package.json,./cahier-des-charge/tools/agents/package.json,f747d3b261b5ce683e11327a0126f706
./tools/agents/index.js,./cahier-des-charge/tools/agents/index.js,6fcccb90820a9adffd572c2bfd154f05
./utils/dashboards/orchestration-dashboard.ts,./cahier-des-charge/profil/code_style_profile.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./cahier-des-charge/profil/monorepo_dependencies.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./cahier-des-charge/profil/nestjs_module_patterns.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./cahier-des-charge/profil/remix_component_patterns.json,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./cahier-des-charge/agents/mcp-integrator.ts,d41d8cd98f00b204e9800998ecf8427e
./utils/dashboards/orchestration-dashboard.ts,./cahier-des-charge/agents/selector-agent.ts,d41d8cd98f00b204e9800998ecf8427e
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-221147/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-142940/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-085127/test-agent.js,./reports/ci-agents-20250419-090118/test-htaccess-router-analyzer.js,be39ea64d5b0d03acfa1f1d5791943f6
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-184109/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-095326/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-183041/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-220444/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-232215/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/ci-agents-20250419-235921/test-agent.js,./reports/ci-agents-20250419-090912/test-agent.js,5e2831f5f78c592a10ab5b9d5f771671
./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/dependency-analyzer/index.ts,./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/DependencyAnalyzer/index.ts,26358973f74fe69b2aef707c3b8297a4
./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/data-analyzer/index.ts,./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/DataAnalyzer/index.ts,f9f01e3fb2de8fca7dcada6152d509a6
./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/StructureAnalyzer/index.ts,./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/structure-analyzer/index.ts,86ffcc49440238a2ea41642cfae5032c
./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/QaAnalyzer/index.ts,./reports/migration-finalization-20250420-021141/backup/packages/mcp-agents/analyzers/qa-analyzer/index.ts,bea24ff265a0fd454f180d57e8fbff03
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/StructureAnalyzer/StructureAgent.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/StructureAnalyzer/StructureAgent/StructureAgent.ts,937792516b5c78dd47766142f3e5d06f
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/data-analyzer/DataAgent.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/data-analyzer/DataAgent/DataAgent.ts,d0cee0443a7f4b8b4d4d027d28e42371
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentCommunication/agent-communication.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-communication/agent-communication.ts,589593d5c2522565680158cf11abf158
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentController/agent-controller.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-controller/agent-controller.ts,b69f89b01fe261e59b78d1785e3dd7bc
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract-analyzer/abstract-analyzer-agent.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AbstractAnalyzer/abstract-analyzer-agent.ts,a66f246c4e04d65b1b34ce5fc6971902
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/type-auditor/type-auditor.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TypeAuditor/type-auditor.ts,79113a135310c5d5a16ad109bdbd3a57
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/Agent-Abstract-MigrationDottest/agent-abstract-migration.test.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,d3fcd729dba5cd31850d8c6b43c3c36d
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/nginx-config-parser/nginx-config-parser.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/NginxConfigParser/nginx-config-parser.ts,bf50910439d72e91713bb7c3d9a894d6
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoMetadataSchema/seo-metadata-schema.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/seo-metadata-schema/seo-metadata-schema.ts,6577e22241138520497e62096f567cb2
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dependency-analyzer/DependencyAgent.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dependency-analyzer/DependencyAgent/DependencyAgent.ts,fb9dcc3d09ac3db3d3311d8f66569818
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier.worker/mcp-verifier.worker.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifierDotworker/mcp-verifier.worker.ts,324d0fd075a1b0e95973b19251c14b85
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dev-integrator/dev-integrator.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevIntegrator/dev-integrator.ts,078f98dcd001c46661dfb5d7a6363ad3
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/FileManager/file-manager.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/file-manager/file-manager.ts,aae451e3b7e1ca05a2f1d3fa6baae4ee
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/pr-creator/pr-creator.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/PrCreator/pr-creator.ts,8f2364540afb81167cac9d3bdee36677
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier/mcp-verifier.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mcp-verifier/mcp-verifier.ts,e2679bcf00f86d590c4525382a5569bf
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/htaccess-router/htaccess-router-analyzer.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/HtaccessRouter/htaccess-router-analyzer.ts,14f8bcc2b317feae6549187f8f2e816c
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentRegistry/agent-registry.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-registry/agent-registry.ts,feb2a468239972d1f6d7ad2c8d397152
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/seo-mcp-controller/seo-mcp-controller.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoMcpController/seo-mcp-controller.ts,ab5a358cdd81dd1757f1f18bd1738df5
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/LayeredAgentAuditor/layered-agent-auditor.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/layered-agent-auditor/layered-agent-auditor.ts,6be72e86967b4870f9524df3b79cb9e8
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dev-linter/dev-linter.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevLinter/dev-linter.ts,1feb619b0ce73e5fb1ab66845aa25e4f
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TypeMapper/type-mapper.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/type-mapper/type-mapper.ts,cdf6bee671466fbfd466184af6bec2ea
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,312edaf086bca462967ece02028a223f
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-debt-audit/sql-debt-audit.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SqlDebtAudit/sql-debt-audit.ts,512b15e2c9ed035ba321e21dd5c4a9ef
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AutoPr/auto-pr-agent.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/auto-pr/auto-pr-agent.ts,9df7d0d07e8db4d25b4ca0a8cce49dac
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentVersionAuditor/agent-version-auditor.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-version-auditor/agent-version-auditor.ts,dda0c6da4c5202e9bd494f02122285b0
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/CiTester/ci-tester.ts,./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/ci-tester/ci-tester.ts,4502647bc48041477d71764aa16ff53c
