fichier_source,import_path
./examples/enhanced-orchestrator-example.ts,../agents/integration/OrchestratorBridge
./examples/enhanced-orchestrator-example.ts,express
./migration-toolkit/routing-sync.ts,fs
./migration-toolkit/routing-sync.ts,path
./migration-toolkit/routing-sync.ts,glob
./migration-toolkit/routing-sync.ts,child_process
./migration-toolkit/templates/routes-legacy/fiche.$id/loader.ts,@remix-run/node
./migration-toolkit/templates/routes-legacy/fiche.$id/loader.ts,~/lib/db.server
./migration-toolkit/templates/routes-legacy/fiche.$id/meta.ts,@remix-run/node
./migration-toolkit/templates/routes-legacy/fiche.$id/meta.ts,~/utils/seo
./migration-toolkit/templates/routes-legacy/FicheDot$Id/loader.ts,@remix-run/node
./migration-toolkit/templates/routes-legacy/FicheDot$Id/loader.ts,~/lib/db.server
./migration-toolkit/templates/routes-legacy/FicheDot$Id/meta.ts,@remix-run/node
./migration-toolkit/templates/routes-legacy/FicheDot$Id/meta.ts,~/utils/seo
./business/migration/index.ts,express
./business/migration/index.ts,cors
./business/migration/index.ts,body-parser
./business/migration/index.ts,fs
./business/migration/index.ts,path
./business/migration/index.ts,winston
./business/migration/index.ts,dotenv
./business/migration/index.ts,./types/agent
./business/migration/mcp-routes.ts,@nestjs/common
./business/migration/mcp-routes.ts,./agentRegistry
./business/agents/adapt-agents.ts,fs-extra
./business/agents/adapt-agents.ts,path
./business/agents/adapt-agents.ts,glob
./business/agents/adapt-agents.ts,readline
./business/agents/adapt-agents.ts,fs
./business/agents/adapt-agents.ts,path
./business/agents/adapt-agents.ts,readline
./business/agents/generate-agent-manifest.ts,fs-extra
./business/agents/generate-agent-manifest.ts,path
./business/agents/generate-agent-manifest.ts,typescript
./business/agents/generate-agent-manifest.ts,glob
./business/agents/generate-agent-manifest.ts,@nestjs/common
./business/agents/generate-agent-manifest.ts,./agentRegistry
./business/agents/fix-agent-typescript-errors.ts,fs
./business/agents/fix-agent-typescript-errors.ts,path
./business/agents/fix-agent-typescript-errors.ts,child_process
./business/agents/fix-agent-typescript-errors.ts,glob
./business/agents/detect-agent-methods.ts,fs-extra
./business/agents/detect-agent-methods.ts,path
./business/agents/detect-agent-methods.ts,typescript
./minimal-mcp/index.js,express
./legacy/migration-2025-04-18/agents/devops-preview.ts,fs-extra
./legacy/migration-2025-04-18/agents/devops-preview.ts,path
./legacy/migration-2025-04-18/agents/devops-preview.ts,axios
./legacy/migration-2025-04-18/agents/devops-preview.ts,child_process
./legacy/migration-2025-04-18/agents/devops-preview.ts,dotenv
./legacy/migration-2025-04-18/agents/devops-preview.ts,chalk
./legacy/migration-2025-04-18/agents/devops-preview.ts,playwright
./legacy/migration-2025-04-18/agents/devops-preview.ts,fs
./legacy/migration-2025-04-18/agents/devops-preview.ts,path
./legacy/migration-2025-04-18/agents/devops-preview.ts,@octokit/rest
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,@octokit/rest
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,@nestjs/common
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,fs-extra
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,path
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,child_process
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,util
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,.DotMcpManifestManager
./legacy/migration-2025-04-18/agents/auto-pr-agent.ts,./notifier
./legacy/migration-2025-04-18/agents/utils/caddy-generator.ts,../migration/CaddyfileGenerator
./legacy/migration-2025-04-18/agents/utils/nginx-config-parser.ts,../migration/CaddyfileGenerator
./legacy/migration-2025-04-18/agents/utils/htaccess-parser.ts,../migration/CaddyfileGenerator
./legacy/migration-2025-04-18/agents/utils/htaccess-parser.ts,fs
./legacy/migration-2025-04-18/agents/utils/htaccess-parser.ts,path
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,../packagesDoDotmcp-core
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,fs-extra
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,path
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,child_process
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,util
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,glob
./legacy/migration-2025-04-18/agents/seo-audit-runner.ts,../packages/shared/DbConnector
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,./SeoChecker-agent
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,./MetaGenerator
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,./CanonicalValidator
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,./SeoRedirectMapper
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,../utils/traceability/traceability-service
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,fs-extra
./legacy/migration-2025-04-18/agents/seo-mcp-controller.ts,path
./legacy/migration-2025-04-18/agents/ci-tester.ts,child_process
./legacy/migration-2025-04-18/agents/ci-tester.ts,fs
./legacy/migration-2025-04-18/agents/ci-tester.ts,path
./legacy/migration-2025-04-18/agents/core/BaseAgent.ts,fs
./legacy/migration-2025-04-18/agents/core/BaseAgent.ts,path
./legacy/migration-2025-04-18/agents/core/BaseAgent.ts,fs
./legacy/migration-2025-04-18/agents/dev-integrator.ts,fs
./legacy/migration-2025-04-18/agents/dev-integrator.ts,path
./legacy/migration-2025-04-18/agents/dev-integrator.ts,child_process
./legacy/migration-2025-04-18/agents/dev-integrator.ts,glob
./legacy/migration-2025-04-18/agents/meta-generator.ts,fs-extra
./legacy/migration-2025-04-18/agents/meta-generator.ts,jsdom
./legacy/migration-2025-04-18/agents/meta-generator.ts,node-html-parser
./legacy/migration-2025-04-18/agents/meta-generator.ts,path
./legacy/migration-2025-04-18/agents/meta-generator.ts,../utils/traceability/traceability-service
./legacy/migration-2025-04-18/agents/meta-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/pipeline-strategy-auditor.ts,fs
./legacy/migration-2025-04-18/agents/pipeline-strategy-auditor.ts,path
./legacy/migration-2025-04-18/agents/pipeline-strategy-auditor.ts,child_process
./legacy/migration-2025-04-18/agents/pipeline-strategy-auditor.ts,@nestjs/common
./legacy/migration-2025-04-18/agents/migration/prisma-smart-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/prisma-smart-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/prisma-smart-generator.ts,commander
./legacy/migration-2025-04-18/agents/migration/prisma-smart-generator.ts,chalk
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,react-i18next
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,@nestjs/swagger
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,@testing-library/user-event
./legacy/migration-2025-04-18/agents/migration/php-to-remix/dev-generator.ts,../{{componentPath}}
./legacy/migration-2025-04-18/agents/migration/php-to-remix/htaccess-route-analyzer.ts,fs
./legacy/migration-2025-04-18/agents/migration/php-to-remix/htaccess-route-analyzer.ts,path
./legacy/migration-2025-04-18/agents/migration/php-to-remix/htaccess-route-analyzer.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/php-to-remix/php-router-audit.ts,fs
./legacy/migration-2025-04-18/agents/migration/php-to-remix/php-router-audit.ts,path
./legacy/migration-2025-04-18/agents/migration/php-to-remix/php-router-audit.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/php-to-remix/php-router-audit.ts,axios
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,path
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,cheerio
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,glob
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,child_process
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,../utils/DbConnector
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-meta.generator.ts,./seo-metadata.db
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-checker-canonical.ts,fs
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-checker-canonical.ts,path
./legacy/migration-2025-04-18/agents/migration/php-to-remix/seo-checker-canonical.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/node
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/remix-route-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,react-i18next
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,@remix-run/react
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,@nestjs/swagger
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,@testing-library/user-event
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/dev-generator.ts,../{{componentPath}}
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/htaccess-route-analyzer.ts,fs
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/htaccess-route-analyzer.ts,path
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/htaccess-route-analyzer.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/php-router-audit.ts,fs
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/php-router-audit.ts,path
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/php-router-audit.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/php-router-audit.ts,axios
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,path
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,cheerio
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,glob
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,child_process
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,../utils/DbConnector
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-meta.generator.ts,./seo-metadata.db
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-checker-canonical.ts,fs
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-checker-canonical.ts,path
./legacy/migration-2025-04-18/agents/migration/PhpToRemix/seo-checker-canonical.ts,../../../coreDoDotmcp-agent
./legacy/migration-2025-04-18/agents/migration/data-verifier.ts,fs
./legacy/migration-2025-04-18/agents/migration/data-verifier.ts,mysql2/promise
./legacy/migration-2025-04-18/agents/migration/data-verifier.ts,pg
./legacy/migration-2025-04-18/agents/migration/data-verifier.ts,commander
./legacy/migration-2025-04-18/agents/migration/data-verifier.ts,crypto
./legacy/migration-2025-04-18/agents/migration/type-audit-agent.ts,fs
./legacy/migration-2025-04-18/agents/migration/type-audit-agent.ts,path
./legacy/migration-2025-04-18/agents/migration/type-audit-agent.ts,commander
./legacy/migration-2025-04-18/agents/migration/generate-migration-plan.ts,fs
./legacy/migration-2025-04-18/agents/migration/generate-migration-plan.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,commander
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,chalk
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,child_process
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,mysql2/promise
./legacy/migration-2025-04-18/agents/migration/mysql-to-postgresql.ts,pg
./legacy/migration-2025-04-18/agents/migration/sql-prisma-migration-planner.ts,fs
./legacy/migration-2025-04-18/agents/migration/sql-prisma-migration-planner.ts,path
./legacy/migration-2025-04-18/agents/migration/sql-prisma-migration-planner.ts,commander
./legacy/migration-2025-04-18/agents/migration/consolidator.ts,fs
./legacy/migration-2025-04-18/agents/migration/consolidator.ts,path
./legacy/migration-2025-04-18/agents/migration/consolidator.ts,child_process
./legacy/migration-2025-04-18/agents/migration/consolidator.ts,glob
./legacy/migration-2025-04-18/agents/migration/BusinessAgent.ts,../core/BaseAgent
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,zlib
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,stream/promises
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,commander
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/parser
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/classifier
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/TypeConverter
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/SchemaAnalyzer
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/PrismaGenerator
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/RelationAnalyzer
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer.ts,./mysql-analyzer/core/DebtAnalyzer
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/utils/helpers.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/utils/helpers.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/utils/helpers.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/core/relation-analyzer.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/core/debt-analyzer.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/core/prisma-generator.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,zlib
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,commander
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/parser
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/TypeConverter
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/classifier
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/RelationAnalyzer
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/DebtAnalyzer
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/SchemaAnalyzer
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./core/PrismaGenerator
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./utils/helpers
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/mysql-analyzer.ts,./models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/type-converter.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/prisma-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/prisma-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/prisma-generator.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/migration-strategist.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/migration-strategist.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/type-auditor.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/type-auditor.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/type-auditor.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/debt-detector.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/relational-normalizer.ts,fs
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/relational-normalizer.ts,path
./legacy/migration-2025-04-18/agents/migration/mysql-analyzer/agents/relational-normalizer.ts,../models/schema
./legacy/migration-2025-04-18/agents/migration/prisma-migration-generator.ts,fs
./legacy/migration-2025-04-18/agents/migration/prisma-migration-generator.ts,path
./legacy/migration-2025-04-18/agents/migration/prisma-migration-generator.ts,commander
./legacy/migration-2025-04-18/agents/migration/prisma-migration-generator.ts,child_process
./legacy/migration-2025-04-18/agents/migration/prisma-migration-generator.ts,chalk
./legacy/migration-2025-04-18/agents/migration/agent-business.ts,fs-extra
./legacy/migration-2025-04-18/agents/migration/agent-business.ts,path
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,fs
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,path
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,commander
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,mysql2/promise
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,chalk
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/parser
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/schema-extractor
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/table-analyzer
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/TypeConverter
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/SchemaAnalyzer
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/PrismaGenerator
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/RelationAnalyzer
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/DebtAnalyzer
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/performance-analyzer
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/index-optimizer
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/migration-plan-generator
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/entity-graph-builder
./legacy/migration-2025-04-18/agents/migration/sql-analyzer+prisma-builder.ts,../analysis/core/backlog-generator
./legacy/migration-2025-04-18/agents/migration/postgresql-validator.ts,fs
./legacy/migration-2025-04-18/agents/migration/postgresql-validator.ts,path
./legacy/migration-2025-04-18/agents/migration/postgresql-validator.ts,commander
./legacy/migration-2025-04-18/agents/migration/postgresql-validator.ts,child_process
